{'cname': '鑫启元（北京）建筑工程有限公司', 'corcode': '91110116MAC3M7A049', 'cid': '002212312027452284'}
{'cname': '北京京电明光志宝劳务分包有限公司', 'corcode': '911101165585986891', 'cid': '002105291240519326'}
{'cname': '中电联合建设有限公司', 'corcode': '91110117098528646B', 'cid': '002105291254741047'}
{'cname': '北京中天元工程设计有限责任公司', 'corcode': '91110116101898681W', 'cid': '002105291254741396'}
{'cname': '北京齐鲁信达装饰工程有限公司', 'corcode': '911101156869334881', 'cid': '002105291248698635'}
{'cname': '北京恩普装饰工程有限公司', 'corcode': '911101017235882661', 'cid': '002105291248698637'}
{'cname': '北京金万众空调制冷设备有限责任公司', 'corcode': '91110114634393627W', 'cid': '002105291248698638'}
{'cname': '北京万城泰安建设工程有限公司', 'corcode': '91110109MA0011UG77', 'cid': '002105291248698642'}
{'cname': '中安富通（北京）智慧科技有限公司', 'corcode': '91110109MA01JK0L8D', 'cid': '002105291254719776'}
{'cname': '北京博和越众建筑工程有限公司', 'corcode': '91110106096065596W', 'cid': '002105291248698652'}
{'cname': '中交天瑞（北京）建设工程有限公司', 'corcode': '91110109MA00DX1UXA', 'cid': '002105291248699325'}
{'cname': '中节能天融科技有限公司', 'corcode': '911101087921182091', 'cid': '002105291249714865'}
{'cname': '北京国煜建设有限公司', 'corcode': '9111011458084927X7', 'cid': '002105291249714866'}
{'cname': '北京华远达电力工程有限公司', 'corcode': '91110111669107141U', 'cid': '002105291249714867'}
{'cname': '北京五色国际照明科技有限公司', 'corcode': '91110115733455977Q', 'cid': '002105291249714868'}
{'cname': '北京世纪融成科技有限公司', 'corcode': '91110105674280520Q', 'cid': '002105291248699340'}
{'cname': '北京福森园林绿化工程有限公司', 'corcode': '91110114634390135M', 'cid': '002105291248699341'}
{'cname': '北京擎屹古建筑集团有限公司', 'corcode': '91110117102948898F', 'cid': '002105291336094616'}
{'cname': '北京鑫启源工程技术有限公司', 'corcode': '91110109MA01Y1KT0H', 'cid': '002105291328069183'}
{'cname': '北京融合天泰科技有限公司', 'corcode': '91110109MA01QMNF95', 'cid': '002105291328069186'}
{'cname': '北京拓翌建筑工程有限责任公司', 'corcode': '91110115102831606T', 'cid': '002105291336094617'}
{'cname': '北京富丽强达装饰工程有限公司', 'corcode': '9111010669495676XT', 'cid': '002105291336094618'}
{'cname': '北京海硕天成建筑工程有限公司', 'corcode': '91110228MA01YUD91J', 'cid': '002105291335087583'}
{'cname': '中汇智通（北京）科技有限公司', 'corcode': '91110109MA02010D8B', 'cid': '002105291335087584'}
{'cname': '北京瑞思汇智科技有限公司', 'corcode': '91110109MA020ACN01', 'cid': '002105291335087585'}
{'cname': '北京快易充科技有限责任公司', 'corcode': '91110105MA002UBF2M', 'cid': '002105291336094960'}
{'cname': '北京煜荣达建设工程有限公司', 'corcode': '91110109MA0209C18W', 'cid': '002105291336094966'}
{'cname': '北京顺宁建设有限公司', 'corcode': '91110106MA02053523', 'cid': '002105291336095292'}
{'cname': '北京佰润泽环境科技发展有限公司', 'corcode': '91110106661557316U', 'cid': '002105291336095297'}
{'cname': '倍适（北京）科技有限公司', 'corcode': '91110106801786349P', 'cid': '002105291336095298'}
{'cname': '中泰鼎建（北京）建筑有限公司', 'corcode': '91110109MA01PG681E', 'cid': '002105291335088267'}
{'cname': '北京鸿源博通展览展示有限公司', 'corcode': '91110107693285781C', 'cid': '002105291328070903'}
{'cname': '中运国瑞（北京）建筑有限公司', 'corcode': '91110109MABTK7DD0W', 'cid': '002208232013376019'}
{'cname': '北京腾渊建筑设计有限公司', 'corcode': '91110117MA7E21R831', 'cid': '002208182015373830'}
{'cname': '北京瑞云智信系统工程有限公司', 'corcode': '91110109MA01AD6B6N', 'cid': '002208122033369861'}
{'cname': '北京智泽元新建筑工程有限公司', 'corcode': '91110117MA7JY1K88H', 'cid': '002208122033369867'}
{'cname': '千层座（北京）建筑装饰有限公司', 'corcode': '91110105567475090A', 'cid': '002208122033369870'}
{'cname': '北京鹏飞万里园林绿化工程有限公司', 'corcode': '911101056656260169', 'cid': '002208122033369871'}
{'cname': '北京仲联合创科技有限公司', 'corcode': '91110114699591632G', 'cid': '002208122033369873'}
{'cname': '金龙腾（北京）智能装饰科技有限公司', 'corcode': '91110114MA7MTMFW54', 'cid': '002208122033369874'}
{'cname': '北京浩发建筑劳务分包有限公司', 'corcode': '91110117051386388U', 'cid': '002208162032371954'}
{'cname': '鸿绪智能（北京）工程有限公司', 'corcode': '91110109MA7FWQB5XE', 'cid': '002208162032371975'}
{'cname': '北京渐境室内设计有限公司', 'corcode': '91110228MA01EA3B02', 'cid': '002208312018381455'}
{'cname': '中国船舶重工集团环境工程有限公司', 'corcode': '91130629MA0A0KG45B', 'cid': '002209092016387792'}
{'cname': '北京筑博安建设工程有限公司', 'corcode': '91110115MA7L1C0FX5', 'cid': '002208122033369892'}
{'cname': '北京卓展世纪建筑工程有限公司', 'corcode': '91110117MA7LPLAW8B', 'cid': '002208122033369893'}
{'cname': '辰博盛速（北京）防水工程有限公司', 'corcode': '91110114MA7N793Q5L', 'cid': '002208122033369895'}
{'cname': '北京瑞兴盛达建设工程有限公司', 'corcode': '91110112MA00APW70W', 'cid': '002105291241611502'}
{'cname': '北京中晟宏达建设工程有限公司', 'corcode': '91110116MA001W843R', 'cid': '002105291241591672'}
{'cname': '北京元凰置业有限公司', 'corcode': '91110109663144865A', 'cid': '002105291241591677'}
{'cname': '北京信安禹业房屋工程有限公司', 'corcode': '91110106590626520E', 'cid': '002105291241591678'}
{'cname': '北京正徐建筑劳务有限公司', 'corcode': '911101056892194906', 'cid': '002105291241602028'}
{'cname': '北京宏伟顺通建设集团有限公司', 'corcode': '9111000074754089XX', 'cid': '002105291241602029'}
{'cname': '北京远大合炳建筑劳务有限责任公司', 'corcode': '91110112MA009GAH2W', 'cid': '002105291241602034'}
{'cname': '北京三增净化工程技术有限公司', 'corcode': '91110112777695104L', 'cid': '002105291241602055'}
{'cname': '北京中联奥意工程设计咨询有限公司', 'corcode': '91110108569467641Q', 'cid': '002105291241591347'}
{'cname': '北京环境工程技术有限公司', 'corcode': '91110112666935849M', 'cid': '002105291241611851'}
{'cname': '北京房修一机电设备有限公司', 'corcode': '911101067577434717', 'cid': '002105291241611852'}
{'cname': '北京艺茹建筑装饰工程有限公司', 'corcode': '91110105777074594A', 'cid': '002105291241611853'}
{'cname': '北京万宝力防水工程有限公司', 'corcode': '9111011373822254X3', 'cid': '002105291241611854'}
{'cname': '中盛腾龙建设工程有限公司', 'corcode': '91110228MA00FQH164', 'cid': '002105291241602083'}
{'cname': '北京华信宏泰科技有限公司', 'corcode': '91110117MA01ALHC6B', 'cid': '002105291241602084'}
{'cname': '北京福源利昌建筑工程有限公司', 'corcode': '91110116MA0191K90H', 'cid': '002105291259832278'}
{'cname': '中京鑫建（北京）建设有限公司', 'corcode': '91110109MA01QU0E69', 'cid': '002105291305857727'}
{'cname': '北京天蔚燃气工程有限公司', 'corcode': '91110109MA01QNL143', 'cid': '002105291305857730'}
{'cname': '北京清晨建筑工程有限公司', 'corcode': '91110113MA01A6M17T', 'cid': '002105291305857736'}
{'cname': '北京天益友邦建筑工程有限公司', 'corcode': '91110109696353479F', 'cid': '002105291259833297'}
{'cname': '北京睿斯嘉禾国际会展服务有限公司', 'corcode': '911101126876453066', 'cid': '002105291259833308'}
{'cname': '北京建荣明华建筑工程有限公司', 'corcode': '91110109MA01QQ7X5P', 'cid': '002105291305857744'}
{'cname': '北京梦之城筑梦商业管理有限公司', 'corcode': '91110108MA009YNM5T', 'cid': '002105291305872766'}
{'cname': '北京根悦建筑工程有限公司', 'corcode': '91110111MA01RXQK4J', 'cid': '002105291259833990'}
{'cname': '北京杨洋海纳建筑工程有限公司', 'corcode': '91110111MA004GKR0W', 'cid': '002105291259833991'}
{'cname': '国泰荣昌管网工程有限公司', 'corcode': '91110111MA01QNWD2J', 'cid': '002105291259833992'}
{'cname': '北京中固博达建设工程有限公司', 'corcode': '91110111MA01PLU884', 'cid': '002105291259833993'}
{'cname': '北京高源建筑工程有限公司', 'corcode': '91110111MA01RE230C', 'cid': '002105291259833994'}
{'cname': '北京中航威环境工程有限公司', 'corcode': '91110106MA008RGP0J', 'cid': '002105291305872772'}
{'cname': '尚川（北京）水务有限公司', 'corcode': '911101083552776746', 'cid': '002105291305873108'}
{'cname': '中弘康达建筑工程有限公司', 'corcode': '91110117MA01TQ058J', 'cid': '002106221904117575'}
{'cname': '中创天阳（北京）建设有限公司', 'corcode': '91110109MA020A8E15', 'cid': '002106221904117576'}
{'cname': '北京鼎顺建工建筑工程有限公司', 'corcode': '91110117MA020K9K4W', 'cid': '002106221904117582'}
{'cname': '北京万云建筑工程有限公司', 'corcode': '91110109MA028LHT57', 'cid': '002106221904117583'}
{'cname': '中环佳华（北京）建设有限公司', 'corcode': '91110109MA020R15X7', 'cid': '002106221904117601'}
{'cname': '北京峻熙华亿建筑工程有限公司', 'corcode': '91110228MA01GDLH37', 'cid': '002106291912125042'}
{'cname': '北京峰艺科技有限责任公司', 'corcode': '91110112306790009T', 'cid': '002106291912125043'}
{'cname': '北京中兴恒昌铁路工程有限公司', 'corcode': '911101060766195557', 'cid': '002106291912125044'}
{'cname': '北京兴湖佳业机电设备工程有限公司', 'corcode': '91110117MA020TWM14', 'cid': '002106221904117603'}
{'cname': '中工恒通（北京）建筑工程有限公司', 'corcode': '91110109MA0206QB0W', 'cid': '002106221904117602'}
{'cname': '北京中羿建设工程有限公司', 'corcode': '91110118MA0212UJ6K', 'cid': '002106221903117255'}
{'cname': '北京贺翔建筑工程有限公司', 'corcode': '91110117MA020WG08E', 'cid': '002106221903117256'}
{'cname': '北京富地时空信息技术有限公司', 'corcode': '9111010578173011XU', 'cid': '002106211912117076'}
{'cname': '北京中屹永安建设工程有限公司', 'corcode': '91110112762986187C', 'cid': '002107061931134832'}
{'cname': '北京创荣丽泽建筑工程有限公司', 'corcode': '91110109MA0217GD1K', 'cid': '002106221904117609'}
{'cname': '北京市北协建设工程公司', 'corcode': '91110106102163329P', 'cid': '002105291240469623'}
{'cname': '北京盛世禹龙环保设备安装有限公司', 'corcode': '91110106693242861W', 'cid': '002105291240469619'}
{'cname': '北京星月阳光环保工程有限公司', 'corcode': '91110115760139427G', 'cid': '002105291240469624'}
{'cname': '北京祥远鸿基建筑工程有限公司', 'corcode': '91110109318305285A', 'cid': '002105291240469625'}
{'cname': '北京东方圣赛达能源环境工程有限公司', 'corcode': '91110106765022789Y', 'cid': '002105291240469621'}
{'cname': '北京中天嘉园建筑有限公司', 'corcode': '91110109306339939Y', 'cid': '002105291240488855'}
{'cname': '北京同丰装饰工程有限责任公司', 'corcode': '91110101101314156D', 'cid': '002105291240489631'}
{'cname': '北京中鑫元泰建设工程有限公司', 'corcode': '91110113778620083E', 'cid': '002105291240489579'}
{'cname': '中石化重型起重运输工程有限责任公司', 'corcode': '911100003063572217', 'cid': '002105291240489580'}
{'cname': '北京博益鸿达建筑装饰工程有限公司', 'corcode': '911101167433059998', 'cid': '002105291240489582'}
{'cname': '北京弘电英宸空调制冷设备有限责任公司', 'corcode': '911101017002515216', 'cid': '002105291240489584'}
{'cname': '北京恒舜达科技有限公司', 'corcode': '9111010577159189XA', 'cid': '002105291240489625'}
{'cname': '北京国天利达科技发展有限公司', 'corcode': '91110108600379333P', 'cid': '002105291240489626'}
{'cname': '北京京政市政工程有限公司', 'corcode': '9111010663378946XY', 'cid': '002105291240489627'}
{'cname': '北京团成环境艺术设计有限公司', 'corcode': '91110105700179427K', 'cid': '002105291240489628'}
{'cname': '北京泾渭环境科技有限公司', 'corcode': '911101056851303096', 'cid': '002105291258803901'}
{'cname': '北京银河伟业数字技术有限公司', 'corcode': '91110108721462547E', 'cid': '002105291258803915'}
{'cname': '华迪建设集团有限公司', 'corcode': '91110115MA01DYJC01', 'cid': '002105291258798597'}
{'cname': '北京坤恩国际建设管理有限公司', 'corcode': '911101086851432578', 'cid': '002105291258804942'}
{'cname': '北京正天建设工程集团有限公司', 'corcode': '91110111MA01QRF412', 'cid': '002105291258798598'}
{'cname': '北京京天威科技发展有限公司', 'corcode': '9111010870005072X1', 'cid': '002105291258803916'}
{'cname': '北京泓森生态环境治理有限公司', 'corcode': '91110111MA01QUM79E', 'cid': '002105291258798602'}
{'cname': '恒兴禾胜股份有限公司', 'corcode': '91110111MA01Q7T70E', 'cid': '002105291258798604'}
{'cname': '中晟华冶（北京）工程有限公司', 'corcode': '91110109MA01QREH1X', 'cid': '002105291258805300'}
{'cname': '中农实创（北京）钢结构工程技术有限公司', 'corcode': '91110109MA0179U1XN', 'cid': '002105291258799278'}
{'cname': '北京格安利斯气体管道工程技术有限公司', 'corcode': '9111011459602220XG', 'cid': '002105291258805301'}
{'cname': '北京保立消防工程有限公司', 'corcode': '91110111MA01QK40XT', 'cid': '002105291258798605'}
{'cname': '北京五侯首邑建筑工程有限责任公司', 'corcode': '91110111MA009UNG5A', 'cid': '002105291258798606'}
{'cname': '北京毫米装饰有限公司', 'corcode': '91110228067291375W', 'cid': '002105291258807054'}
{'cname': '北京中跃腾辉建设工程有限公司', 'corcode': '91110111MA01QW5J4N', 'cid': '002105291258800331'}
{'cname': '中怀建设工程（北京）有限公司', 'corcode': '91110111MA00AJ4A05', 'cid': '002105291240526745'}
{'cname': '北京筑城鸿业建设工程有限公司', 'corcode': '91110111MA0066WC8J', 'cid': '002105291240526748'}
{'cname': '威正恒（北京）建设有限公司', 'corcode': '9111011455485354X4', 'cid': '002105291240498959'}
{'cname': '北京博瑞达通建设有限公司', 'corcode': '91110115669105330E', 'cid': '002105291240526910'}
{'cname': '北京恒通科装饰工程有限公司', 'corcode': '91110105700177499J', 'cid': '002105291240526911'}
{'cname': '北京昊天达市政公用工程有限公司', 'corcode': '91110111593860056A', 'cid': '002105291240498960'}
{'cname': '北京龙德建筑工程有限公司', 'corcode': '911101157725602274', 'cid': '002105291240526912'}
{'cname': '北京汉青天朗水处理科技有限公司', 'corcode': '91110114740099464L', 'cid': '002105291240498653'}
{'cname': '北京百筑节能保温工程有限公司', 'corcode': '911101130785934161', 'cid': '002105291240507729'}
{'cname': '北京中天瑞成保温建材有限公司', 'corcode': '91110106699596994F', 'cid': '002105291240507730'}
