{'cname': '北京中天远建筑工程有限公司', 'corcode': '91110109MA019HWA91', 'cid': '002105291241581606'}
{'cname': '北京金鼎华建筑装饰工程有限公司', 'corcode': '91110117802934083C', 'cid': '002105291240554214'}
{'cname': '北京富和盛饰建筑工程有限公司', 'corcode': '91110109569515682U', 'cid': '002105291240554215'}
{'cname': '北京中保凯恩环保科技有限公司', 'corcode': '91110116662157103H', 'cid': '002105291241610401'}
{'cname': '北京首泰建设工程有限公司', 'corcode': '91110116MA01CPHXXT', 'cid': '002105291241610402'}
{'cname': '北京恒亚建设工程有限公司', 'corcode': '91110116MA019PX808', 'cid': '002105291241610403'}
{'cname': '北京东昊建筑工程有限公司', 'corcode': '911101167662626880', 'cid': '002105291241610404'}
{'cname': '北京瑞鸿源建筑工程有限公司', 'corcode': '91110111MA01EC1Y12', 'cid': '002105291241614120'}
{'cname': '仁泰（北京）环境工程有限公司', 'corcode': '91110101306639317Q', 'cid': '002105291241610431'}
{'cname': '北京振东顺达建筑工程有限公司', 'corcode': '91110115MA01CX257M', 'cid': '002105291241614123'}
{'cname': '北京一电速达装饰工程有限公司', 'corcode': '91110228MA0065X70W', 'cid': '002105291241614130'}
{'cname': '北京源著装饰工程有限公司', 'corcode': '91110116MA001LQ05W', 'cid': '002105291241614131'}
{'cname': '北京龙城华夏建设工程有限公司', 'corcode': '91110109MA00F0R27J', 'cid': '002105291241614132'}
{'cname': '北京鸿程海通市政工程有限公司', 'corcode': '91110109317934725R', 'cid': '002105291241610438'}
{'cname': '北京万巷建设工程有限公司', 'corcode': '91110109MA01DP1R42', 'cid': '002105291241610439'}
{'cname': '北京韦辰建设工程有限公司', 'corcode': '91110109MA01E1R414', 'cid': '002105291241610440'}
{'cname': '北京成强机电设备有限公司', 'corcode': '91110102633795616Y', 'cid': '002105291241610441'}
{'cname': '北京锦源汇智机电工程有限公司', 'corcode': '91110114MA01CQWM8A', 'cid': '002105291241610442'}
{'cname': '北京晟信如赢建筑工程有限公司', 'corcode': '91110115MA021GB91R', 'cid': '002106221904117487'}
{'cname': '北京诚盛易制冷设备有限公司', 'corcode': '911101055603564279', 'cid': '002106221904117501'}
{'cname': '北京荣创茂业建设工程有限公司', 'corcode': '91110115MA021C2E48', 'cid': '002106221904117502'}
{'cname': '北京泽佑建筑工程有限公司', 'corcode': '91110115MA021FL688', 'cid': '002106221904117488'}
{'cname': '北京亦雄建筑工程有限公司', 'corcode': '91110118MA02123N7J', 'cid': '002106221904117489'}
{'cname': '北京赛玛消防科技有限公司', 'corcode': '9111022835158401XG', 'cid': '002106221904117490'}
{'cname': '北京悦都建筑工程有限公司', 'corcode': '91110115MA028HLE72', 'cid': '002106221904117491'}
{'cname': '北京恒坤泰达建筑工程有限公司', 'corcode': '91110115MA021F0W7A', 'cid': '002106221904117492'}
{'cname': '北京金诚鸿安建筑工程有限公司', 'corcode': '91110115MA021CGH87', 'cid': '002106221904117493'}
{'cname': '北京六安电子科技有限公司', 'corcode': '91110116689218666P', 'cid': '002106221904117494'}
{'cname': '北京加美建设工程有限公司', 'corcode': '91110115MA021E1E3X', 'cid': '002106221904117495'}
{'cname': '永鑫昌达（北京）建设有限公司', 'corcode': '91110108563669197J', 'cid': '002106221904117496'}
{'cname': '北京新兴雪松科技发展有限公司', 'corcode': '911101157886449273', 'cid': '002106221904117497'}
{'cname': '北京迅猛网络科技有限公司', 'corcode': '91110109MA00EHEA0R', 'cid': '002107271918155432'}
{'cname': '中苏天艺（北京）建设工程有限公司', 'corcode': '91110105788644695K', 'cid': '002107271918155433'}
{'cname': '北京太和隆建设工程有限公司', 'corcode': '91110109MA0080JP67', 'cid': '002105291313934387'}
{'cname': '北京中丰万诚建筑工程有限公司', 'corcode': '91110109MA01C5AF3X', 'cid': '002105291306901425'}
{'cname': '北京喜迁通达机电设备安装有限公司', 'corcode': '91110113MA01TW8E9F', 'cid': '002105291306902117'}
{'cname': '北京辉创建筑有限公司', 'corcode': '91110117MA01W9189H', 'cid': '002105291313935755'}
{'cname': '北京佰通建设工程有限公司', 'corcode': '91110111MA01U3667U', 'cid': '002105291313935761'}
{'cname': '中创远大（北京）建设有限公司', 'corcode': '91110109MA01UD5GX1', 'cid': '002105291313935766'}
{'cname': '太古伟业（北京）工程建设有限公司', 'corcode': '91110114MA01UTYFX3', 'cid': '002105291306898607'}
{'cname': '北京华汇电力安装工程有限公司', 'corcode': '911101058017730702', 'cid': '002105291306898951'}
{'cname': '北京盛世豪通建设集团有限公司', 'corcode': '91110109MA01KKK848', 'cid': '002105291313931595'}
{'cname': '北京德润九宇建设工程有限公司', 'corcode': '91110113MA01NGFL48', 'cid': '002105291313931601'}
{'cname': '中泰川森（北京）建筑工程有限公司', 'corcode': '91110109MA01NP028N', 'cid': '002105291313931604'}
{'cname': '北京紫珊梓铭建筑有限公司', 'corcode': '91110109MA01L5970L', 'cid': '002105291313931606'}
{'cname': '北京锦鸿建兴机电安装有限公司', 'corcode': '91110109MA01R57032', 'cid': '002105291312904623'}
{'cname': '中昊建通（北京）建设有限公司', 'corcode': '91110115MA01R8453H', 'cid': '002105291312904629'}
{'cname': '中一洪基（北京）建设有限公司', 'corcode': '91110109MA01RG7Y1A', 'cid': '002105291312904630'}
{'cname': '北京点石合纵科技有限公司', 'corcode': '91110107344295180Q', 'cid': '002105291255771337'}
{'cname': '中擎（北京）建设有限公司', 'corcode': '91110109MA01P3CC79', 'cid': '002105291255771339'}
{'cname': '北京元辰工程技术有限公司', 'corcode': '91110105793416072B', 'cid': '002105291255772018'}
{'cname': '北京峪泉建筑工程公司', 'corcode': '9111010910234690XC', 'cid': '002105291255773007'}
{'cname': '中岳恒业（北京）建筑工程有限公司', 'corcode': '91110109MA01QRH953', 'cid': '002105291255773702'}
{'cname': '北京创元天成科技发展有限公司', 'corcode': '91110111MA01A5P563', 'cid': '002105291254762717'}
{'cname': '北京新欣胜德建设工程有限公司', 'corcode': '91110228MA01PLE6X3', 'cid': '002105291254762718'}
{'cname': '北京鸿强天宇建筑劳务有限公司', 'corcode': '91110106051353965P', 'cid': '002105291254757559'}
{'cname': '北京科鸿工程管理有限公司', 'corcode': '91110106633066456F', 'cid': '002105291254763427'}
{'cname': '北京伟荣洪亚建筑工程有限公司', 'corcode': '91110109MA01LRGJ3H', 'cid': '002105291254758265'}
{'cname': '北京晟诚机电工程有限公司', 'corcode': '91110109MA01PTBB3C', 'cid': '002105291255770651'}
{'cname': '北京九运建筑劳务有限公司', 'corcode': '91110109MA01QA349E', 'cid': '002105291255770657'}
{'cname': '北京恒丰瑞申建筑工程有限公司', 'corcode': '91110304MA01E6WR5D', 'cid': '002105291255770660'}
{'cname': '北京王府科技有限公司', 'corcode': '91110108MA0056LY23', 'cid': '002105291254755121'}
{'cname': '北京中祥美伦建筑工程有限公司', 'corcode': '91110109MA01JQ3NXM', 'cid': '002105291254755122'}
{'cname': '北京中瑞建业建筑工程有限公司', 'corcode': '91110115L17613666K', 'cid': '002105291312904774'}
{'cname': '北京中坤建科工程技术有限公司', 'corcode': '91110109MA01R91734', 'cid': '002105291312906167'}
{'cname': '北京鑫垣建筑工程有限公司', 'corcode': '911101090981693137', 'cid': '002105291313929833'}
{'cname': '北京众益华盛建筑装饰工程有限公司', 'corcode': '91110109634328585X', 'cid': '002105291313929834'}
{'cname': '北京中土长盈建设有限公司', 'corcode': '91110109MA01N5MU23', 'cid': '002105291312906171'}
{'cname': '北京安启信安装工程有限公司', 'corcode': '91110107740445355K', 'cid': '002105291313929835'}
{'cname': '爱土工程环境科技有限公司', 'corcode': '91110105582577458U', 'cid': '002105291313929836'}
{'cname': '北京合力兴达电气工程有限公司', 'corcode': '911101153180992319', 'cid': '002105291313937525'}
{'cname': '中科华昊建设（北京）有限公司', 'corcode': '91110117MA01Q6AQ2T', 'cid': '002105291313937174'}
{'cname': '北京中农大农业规划设计院有限公司', 'corcode': '911101087364963289', 'cid': '002105291313937526'}
{'cname': '北京垠鳌垣建筑工程有限公司', 'corcode': '91110109MA01QBN9XL', 'cid': '002105291313937175'}
{'cname': '北京向阳宏达建筑工程有限公司', 'corcode': '911101065891135927', 'cid': '002105291312907217'}
{'cname': '神州博古（北京）建设工程有限公司', 'corcode': '9111010835129993XM', 'cid': '002105291312907570'}
{'cname': '北京国泰鼎盛建筑有限公司', 'corcode': '911101066869172693', 'cid': '002105291312907576'}
{'cname': '国申（北京）能源科技有限公司', 'corcode': '91110109MA018PFU0G', 'cid': '002105291312907578'}
{'cname': '北京森岚建筑装饰工程有限公司', 'corcode': '91110116571270573F', 'cid': '002105291248686035'}
{'cname': '北京益德丰建筑工程有限公司', 'corcode': '91110109MA01BBW52A', 'cid': '002105291248658390'}
{'cname': '北京市绿龙永业消防工程有限公司', 'corcode': '91110106765523380G', 'cid': '002105291248678279'}
{'cname': '北京润博同创科技有限公司', 'corcode': '91110302MA006F326E', 'cid': '002105291248678275'}
{'cname': '中泰建诚（北京）建设工程有限公司', 'corcode': '91110109MA0083MK2D', 'cid': '002105291248678276'}
{'cname': '北京瑞辉环亚建设有限公司', 'corcode': '91110109MA01FJKA0P', 'cid': '002105291248658402'}
{'cname': '中能宏大（北京）建设有限公司', 'corcode': '91110113MA01DKW66R', 'cid': '002105291248653150'}
{'cname': '北京兴华鑫宇建筑劳务有限公司', 'corcode': '911102283483869286', 'cid': '002105291248678288'}
{'cname': '五洲富士化水工程有限公司', 'corcode': '91110102625910098Q', 'cid': '002105291248654184'}
{'cname': '北京顺意宏宇建设工程有限公司', 'corcode': '91110109MA01CQF34A', 'cid': '002105291248653491'}
{'cname': '北京嘉润建海防水工程有限公司', 'corcode': '9111022956368547XT', 'cid': '002105291248681568'}
{'cname': '元凌达通（北京）建筑工程有限公司', 'corcode': '91110109MA01LTED7L', 'cid': '002105291248695687'}
{'cname': '北京中兵岩土工程有限公司', 'corcode': '91110102101570467P', 'cid': '002105291248694955'}
{'cname': '环球空间工程设计中心有限公司', 'corcode': '91110108752167858C', 'cid': '002105291248654185'}
{'cname': '北京宜和人文开元建筑设计事务所（普通合伙）', 'corcode': '91110108661579769U', 'cid': '002105291248679696'}
{'cname': '北京艺宸建筑装饰有限公司', 'corcode': '91110115MA00C2438C', 'cid': '002105291255770786'}
{'cname': '北京中城汇众建筑劳务有限公司', 'corcode': '91110109MA01N4UQ8D', 'cid': '002105291254756419'}
{'cname': '北京创通志慧科技有限公司', 'corcode': '91110107MA004C7U18', 'cid': '002105291254756423'}
{'cname': '中晟创通建设有限公司', 'corcode': '91110109MA01FR3N0U', 'cid': '002105291254756438'}
{'cname': '北京远业土木工程有限公司', 'corcode': '91110228339762143D', 'cid': '002105291254746238'}
{'cname': '北京城建长城建设集团有限公司', 'corcode': '911101081021136390', 'cid': '002105291254745890'}
{'cname': '北京福思特建筑工程有限公司', 'corcode': '91110114MA0195A71F', 'cid': '002105291254746257'}
{'cname': '北京殷图网联科技股份有限公司', 'corcode': '91110108769363441L', 'cid': '002105291258786490'}
{'cname': '北京七星盛达安装工程有限公司', 'corcode': '91110112MA00894Q3T', 'cid': '002105291254756408'}
{'cname': '北京申启建筑发展有限公司', 'corcode': '91110111MA01NF5Y4M', 'cid': '002105291254747293'}
{'cname': '北京外美建筑装饰有限公司', 'corcode': '91110109MA01PG1043', 'cid': '002105291258781943'}
{'cname': '北京中雄宏大建筑劳务有限公司', 'corcode': '91110109MA01PAMCX3', 'cid': '002105291258781955'}
{'cname': '北京热力装备制造有限公司', 'corcode': '911103026000391790', 'cid': '002105291254743434'}
{'cname': '北京天乐泰力科技发展有限公司', 'corcode': '911101147400885625', 'cid': '002105291254742386'}
{'cname': '北京中亿天城建设工程有限公司', 'corcode': '91110111MA01Q5FA0L', 'cid': '002105291258781949'}
{'cname': '易程科技股份有限公司', 'corcode': '91110108785502640P', 'cid': '002105291240538268'}
{'cname': '北京鼎泰嘉城装饰工程有限公司', 'corcode': '91110228318126228L', 'cid': '002105291240538269'}
{'cname': '北京好佳益装饰有限责任公司', 'corcode': '911101051011862546', 'cid': '002105291240538270'}
{'cname': '北京文苑建筑装饰有限公司', 'corcode': '911102291030282098', 'cid': '002105291240553367'}
{'cname': '北京仁通建设工程有限公司', 'corcode': '91110111MA00BKET86', 'cid': '002105291240537818'}
{'cname': '北京燕鹏发轻钢彩板制品有限公司', 'corcode': '911101147629762372', 'cid': '002105291240537829'}
{'cname': '北京艺安装饰有限公司', 'corcode': '91110117576864207M', 'cid': '002105291240545289'}
{'cname': '北京盛世诚达建筑装饰工程有限公司', 'corcode': '911101085603716949', 'cid': '002105291240562629'}
{'cname': '北京永卓建筑工程有限公司', 'corcode': '91110109MA00F6363Q', 'cid': '002105291240562639'}
{'cname': '北京天力伟业装饰工程有限公司', 'corcode': '91110116802611911N', 'cid': '002105291240538139'}
{'cname': '国建新能源科技有限公司', 'corcode': '911101080828031481', 'cid': '002105291240545290'}
{'cname': '泛海绿洲（北京）市政工程有限公司', 'corcode': '91110109MA001B053E', 'cid': '002105291240538283'}
{'cname': '北京市铁源市政建筑有限公司', 'corcode': '9111011710295514XM', 'cid': '002105291240545291'}
{'cname': '北京润富堂建筑装饰工程有限公司', 'corcode': '91110113MA00DUGG2T', 'cid': '002105291240546454'}
{'cname': '北京东诚民正电气工程有限公司', 'corcode': '91110101101240791U', 'cid': '002105291240545292'}
{'cname': '北京中洲汇丰科技发展有限公司', 'corcode': '911101167475466773', 'cid': '002105291248688125'}
{'cname': '中环诚达（北京）建设有限公司', 'corcode': '91110109MA01KKX52P', 'cid': '002105291248688126'}
{'cname': '中福华业（北京）建设有限公司', 'corcode': '91110113MA01KQWCXR', 'cid': '002105291248688476'}
{'cname': '北京弘德建设工程有限公司', 'corcode': '91110109MA01JA5E59', 'cid': '002105291248688479'}
{'cname': '北京岱辰工程技术有限公司', 'corcode': '91110114MA01HXMQ31', 'cid': '002105291248670657'}
{'cname': '北京浩世炜业建筑装饰工程有限公司', 'corcode': '91110116553091010D', 'cid': '002105291248670652'}
{'cname': '北京港华国际建筑装饰工程有限公司', 'corcode': '91110000567409878P', 'cid': '002105291248671000'}
{'cname': '北京中展建工工程技术有限公司', 'corcode': '91110111MA00CXUG49', 'cid': '002105291248671020'}
{'cname': '北京利鹏电信工程有限公司', 'corcode': '91110106103016507D', 'cid': '002105291248671001'}
{'cname': '北京胤安建筑工程有限公司', 'corcode': '91110114MA01KWMX4H', 'cid': '002105291248689888'}
